race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
White,2,44.0,3.5,NE,1.46,0.8833333333329999,1.0
White,1,41.0,3.8,NE,-1.09,0.874404761905,1.0
White,1,41.0,3.8,NE,-0.34,0.874404761905,1.0
White,2,42.0,3.6,NG,-0.52,0.8678571428569999,1.0
White,2,43.0,3.5,SE,0.06,0.870833333333,1.0
White,2,46.0,3.5,NE,0.43,0.9083333333329999,1.0
White,2,42.0,3.6,NE,1.31,0.8678571428569999,1.0
White,1,41.0,3.8,NE,1.73,0.874404761905,1.0
White,2,41.0,3.8,MS,-0.03,0.874404761905,1.0
White,1,46.0,3.6,NE,-0.07,0.9178571428569999,1.0
White,1,44.0,3.3,NE,-1.29,0.864285714286,1.0
White,1,47.0,3.6,NE,0.82,0.9303571428569999,1.0
White,1,40.0,3.7,MS,0.34,0.8523809523810001,1.0
White,2,43.0,3.9,NE,1.0,0.9089285714290001,1.0
White,2,42.0,3.8,NE,-0.92,0.886904761905,1.0
Hispanic,1,40.0,2.9,NE,0.68,0.77619047619,1.0
White,2,41.0,3.6,NE,0.66,0.8553571428569999,1.0
Hispanic,2,31.5,3.3,SE,-0.55,0.708035714286,1.0
White,2,41.0,3.7,NE,0.2,0.864880952381,1.0
White,1,48.0,3.3,NE,-0.03,0.914285714286,1.0
White,2,41.0,3.6,NE,-0.8,0.8553571428569999,1.0
Asian,1,45.0,3.4,NE,-0.26,0.8863095238099999,1.0
Hispanic,2,39.0,2.9,NG,-1.43,0.7636904761900001,0.0
White,2,46.0,3.4,NG,-1.06,0.89880952381,1.0
White,2,46.0,3.5,Mt,-0.5,0.9083333333329999,1.0
White,2,42.0,4.0,GL,-1.66,0.905952380952,1.0
Asian,1,39.0,3.5,NE,-0.4,0.8208333333329999,1.0
White,1,40.0,3.7,NE,0.28,0.8523809523810001,1.0
White,2,45.0,3.5,NE,0.85,0.895833333333,1.0
White,2,41.0,3.8,GL,0.36,0.874404761905,1.0
White,1,39.0,3.7,NE,0.06,0.839880952381,1.0
Black,2,40.0,2.7,NE,-1.37,0.7571428571430001,1.0
White,2,44.0,3.5,NG,1.33,0.8833333333329999,1.0
White,2,47.0,3.5,SC,0.91,0.920833333333,1.0
White,1,42.0,3.8,NE,0.86,0.886904761905,1.0
White,1,40.0,3.9,NE,0.06,0.8714285714290001,1.0
White,1,40.0,3.6,NE,0.68,0.842857142857,1.0
Black,1,32.0,3.0,NE,-0.55,0.6857142857140001,1.0
White,1,42.0,3.5,SE,-0.07,0.858333333333,1.0
White,2,41.0,4.0,MS,-1.06,0.893452380952,1.0
White,2,46.0,3.5,NE,-0.34,0.9083333333329999,1.0
White,2,40.5,3.6,NE,0.11,0.849107142857,1.0
White,2,44.0,3.3,NE,-0.69,0.864285714286,1.0
White,1,42.0,3.9,NG,-1.29,0.896428571429,1.0
White,2,48.0,3.6,NE,1.37,0.942857142857,1.0
White,1,44.0,3.5,NE,-0.69,0.8833333333329999,1.0
White,2,38.0,3.0,NE,-0.26,0.760714285714,1.0
White,2,40.0,3.5,NE,1.19,0.833333333333,1.0
White,2,45.0,3.4,NE,-0.69,0.8863095238099999,1.0
White,2,42.0,3.9,NE,-0.32,0.896428571429,1.0
White,2,43.0,3.5,FW,0.63,0.870833333333,1.0
White,2,40.0,3.6,NE,1.31,0.842857142857,1.0
White,2,46.0,3.6,MS,0.8,0.9178571428569999,1.0
White,1,44.0,3.6,NE,0.48,0.8928571428569999,1.0
White,2,43.0,3.7,Mt,-1.66,0.8898809523810001,1.0
Black,1,29.0,3.1,NE,-0.46,0.657738095238,1.0
White,2,40.3,3.6,NG,-0.34,0.8466071428569999,1.0
Mexican,2,40.0,3.0,NE,-1.43,0.785714285714,1.0
White,2,47.0,3.3,FW,0.03,0.901785714286,1.0
White,2,43.0,3.7,NE,0.28,0.8898809523810001,1.0
White,2,45.0,3.7,NE,0.34,0.9148809523810001,1.0
White,2,43.0,3.6,FW,0.2,0.880357142857,1.0
White,2,42.0,3.8,NG,1.6,0.886904761905,1.0
White,1,42.0,3.5,NE,0.55,0.858333333333,1.0
Hispanic,1,39.0,3.4,NE,-0.26,0.81130952381,1.0
White,2,45.0,3.3,NE,0.68,0.8767857142859999,1.0
White,2,44.0,3.4,NG,1.06,0.87380952381,1.0
White,2,42.0,3.6,NE,0.57,0.8678571428569999,1.0
White,1,43.0,3.5,NG,-0.69,0.870833333333,1.0
White,1,44.0,3.5,NE,-0.32,0.8833333333329999,1.0
White,2,38.0,3.8,SE,0.03,0.8369047619050001,1.0
Asian,1,45.0,3.4,NE,0.26,0.8863095238099999,1.0
Asian,2,42.0,3.8,NE,0.66,0.886904761905,1.0
Asian,2,41.0,3.5,FW,-0.12,0.8458333333329999,1.0
White,1,45.0,3.5,NG,0.71,0.895833333333,1.0
White,1,42.0,3.6,NE,0.03,0.8678571428569999,1.0
White,1,41.0,3.7,NE,-0.32,0.864880952381,1.0
White,1,42.0,3.3,NE,-1.15,0.839285714286,0.0
Black,1,35.0,3.3,NE,-1.66,0.7517857142859999,1.0
White,1,45.0,3.4,NG,-0.03,0.8863095238099999,1.0
Hispanic,2,38.0,3.5,NE,2.29,0.808333333333,1.0
White,1,39.0,3.9,GL,0.6,0.858928571429,1.0
White,1,45.0,3.4,NE,0.43,0.8863095238099999,1.0
White,2,41.0,3.4,NG,1.17,0.83630952381,1.0
Hispanic,1,42.0,3.7,NE,0.28,0.8773809523810001,1.0
Asian,1,38.5,3.7,FW,-1.23,0.833630952381,0.0
White,2,43.0,3.6,MW,0.79,0.880357142857,1.0
Asian,1,39.0,3.7,NE,-0.86,0.839880952381,1.0
Black,1,37.0,2.9,MS,-1.2,0.7386904761900001,1.0
White,2,46.0,3.3,NE,1.54,0.889285714286,1.0
White,1,44.0,3.5,NE,-0.23,0.8833333333329999,1.0
Black,2,34.0,3.1,MS,-1.23,0.720238095238,1.0
White,2,41.0,3.5,GL,-0.23,0.8458333333329999,1.0
White,2,43.0,3.7,NE,0.06,0.8898809523810001,1.0
White,2,41.5,3.7,FW,1.83,0.871130952381,1.0
White,2,43.0,3.4,NE,-0.86,0.8613095238099999,1.0
White,1,44.0,3.6,NE,1.54,0.8928571428569999,1.0
White,1,45.0,3.5,NG,-0.26,0.895833333333,1.0
Asian,1,42.0,3.6,NE,-1.2,0.8678571428569999,1.0
White,1,40.0,3.8,NE,-0.63,0.8619047619050001,1.0
White,1,45.0,3.8,NE,-0.29,0.9244047619050001,1.0
Hispanic,1,41.5,3.7,NE,-1.52,0.871130952381,1.0
Asian,2,47.0,3.5,MS,-0.42,0.920833333333,1.0
White,2,41.0,3.6,NE,-0.99,0.8553571428569999,1.0
White,2,46.0,3.7,NE,1.83,0.927380952381,1.0
White,1,48.0,3.5,NE,1.98,0.933333333333,1.0
White,1,30.0,3.9,FW,0.31,0.7464285714290001,1.0
White,1,41.0,3.6,NE,0.36,0.8553571428569999,1.0
White,2,44.0,3.5,NE,-0.37,0.8833333333329999,1.0
White,1,46.0,3.7,NG,2.2,0.927380952381,1.0
White,2,44.0,3.4,NG,1.11,0.87380952381,1.0
White,2,39.0,3.9,NE,1.6,0.858928571429,1.0
White,1,45.0,3.6,NE,0.43,0.905357142857,1.0
Hispanic,2,38.0,3.5,SE,-0.55,0.808333333333,1.0
White,2,43.0,3.6,NE,0.08,0.880357142857,1.0
White,2,38.5,3.8,GL,0.49,0.843154761905,1.0
White,2,44.0,3.5,NE,0.44,0.8833333333329999,1.0
White,2,44.0,3.8,NE,1.6,0.911904761905,1.0
White,2,41.0,3.5,NE,-0.55,0.8458333333329999,1.0
White,2,42.5,3.6,NE,0.2,0.874107142857,1.0
White,2,42.0,3.5,NE,-1.12,0.858333333333,1.0
White,1,41.0,3.7,NE,-0.37,0.864880952381,1.0
White,1,40.0,3.0,NE,-0.29,0.785714285714,1.0
White,1,43.0,3.8,NE,1.37,0.8994047619050001,1.0
White,2,46.0,3.7,NE,1.4,0.927380952381,1.0
White,2,42.0,3.8,NE,-0.09,0.886904761905,1.0
White,1,40.0,4.0,NE,-0.17,0.880952380952,1.0
White,2,39.0,3.2,NE,-0.03,0.792261904762,1.0
White,2,42.0,3.7,NE,0.8,0.8773809523810001,1.0
Asian,2,42.0,3.5,NE,-0.97,0.858333333333,1.0
Asian,2,39.5,3.5,NE,-0.09,0.827083333333,1.0
White,2,42.0,3.7,SE,0.77,0.8773809523810001,1.0
Black,2,38.0,3.1,NE,-2.12,0.770238095238,0.0
White,2,42.0,3.7,NG,0.14,0.8773809523810001,1.0
White,2,38.0,3.7,NE,0.31,0.8273809523810001,1.0
Black,1,32.0,3.1,SC,-0.49,0.695238095238,1.0
Asian,1,37.0,3.8,NE,-0.92,0.824404761905,1.0
White,1,45.0,3.6,NE,0.66,0.905357142857,1.0
White,2,43.0,3.6,FW,0.06,0.880357142857,1.0
Hispanic,2,36.0,3.4,NE,0.9,0.77380952381,1.0
White,1,46.0,3.4,MS,0.57,0.89880952381,1.0
White,1,43.0,3.6,NE,0.26,0.880357142857,1.0
White,2,40.0,3.1,NE,-0.83,0.795238095238,1.0
White,1,39.0,3.6,NE,-0.69,0.8303571428569999,1.0
White,1,44.0,3.5,NE,-0.55,0.8833333333329999,1.0
White,2,41.0,3.8,NE,1.37,0.874404761905,1.0
Black,2,32.0,3.1,FW,-1.09,0.695238095238,1.0
White,2,41.0,3.7,FW,0.11,0.864880952381,1.0
White,2,45.0,3.5,NE,0.48,0.895833333333,1.0
Puertorican,1,30.0,3.4,NG,-1.2,0.6988095238099999,1.0
White,1,43.0,3.8,NE,-0.63,0.8994047619050001,1.0
White,2,40.0,3.8,NE,1.54,0.8619047619050001,1.0
Black,1,25.0,2.6,NG,-1.62,0.560119047619,0.0
White,1,33.0,2.8,NG,1.36,0.6791666666670001,1.0
White,1,38.0,3.0,NG,0.13,0.760714285714,1.0
White,1,30.0,2.5,NE,-1.51,0.613095238095,0.0
White,1,32.0,3.2,NG,-0.44,0.704761904762,1.0
White,1,30.0,3.1,NG,-0.31,0.670238095238,1.0
White,2,37.0,3.3,NG,-0.71,0.776785714286,1.0
White,1,31.0,3.4,NG,1.31,0.71130952381,1.0
White,2,37.0,2.8,NE,2.19,0.729166666667,1.0
White,1,34.0,3.5,NG,-1.12,0.7583333333329999,1.0
White,2,35.0,2.8,NG,-0.07,0.704166666667,1.0
White,1,30.0,3.5,NG,-0.05,0.708333333333,1.0
White,2,35.0,3.0,NE,0.76,0.723214285714,1.0
White,2,32.0,3.3,NE,0.02,0.714285714286,1.0
White,2,34.0,3.4,NG,1.7,0.74880952381,1.0
White,2,37.0,3.1,NG,-0.13,0.757738095238,0.0
White,2,33.0,3.1,NG,0.78,0.707738095238,1.0
White,2,33.0,3.3,NE,1.09,0.726785714286,1.0
White,1,29.0,3.6,NG,0.46,0.7053571428569999,1.0
White,1,39.0,2.6,NE,0.9,0.7351190476189999,1.0
White,2,41.0,2.6,NG,0.48,0.760119047619,1.0
White,1,34.0,3.1,NG,-1.27,0.720238095238,1.0
White,1,32.0,3.1,NE,0.74,0.695238095238,1.0
White,2,32.0,2.8,NE,0.63,0.666666666667,1.0
White,1,33.0,3.4,NG,0.41,0.7363095238099999,1.0
White,2,34.0,3.1,NG,1.73,0.720238095238,1.0
White,1,34.0,3.3,NG,0.08,0.739285714286,1.0
White,2,32.0,3.6,NE,0.41,0.7428571428569999,1.0
White,2,42.0,3.0,NG,0.04,0.8107142857140001,1.0
White,2,42.0,2.8,NG,-0.16,0.791666666667,1.0
White,1,34.0,3.2,NG,-0.92,0.729761904762,1.0
White,2,39.0,2.7,NG,1.16,0.744642857143,1.0
Other,1,30.5,2.7,NG,-0.99,0.638392857143,0.0
White,1,33.0,3.1,NE,0.59,0.707738095238,1.0
White,2,31.0,3.4,NG,0.44,0.71130952381,1.0
White,1,35.0,3.5,NG,1.11,0.770833333333,1.0
White,1,39.0,2.5,NG,1.36,0.7255952380949999,1.0
White,1,36.0,2.1,NG,-0.13,0.65,1.0
Black,1,24.0,2.7,NG,-2.15,0.5571428571429999,0.0
White,1,31.5,3.6,NE,0.19,0.7366071428569999,1.0
White,1,33.3,3.2,NG,-1.58,0.7210119047619999,1.0
White,1,32.0,3.4,NE,0.24,0.72380952381,1.0
White,1,32.5,2.5,NG,0.02,0.644345238095,1.0
Asian,1,24.0,3.0,NE,-0.75,0.585714285714,0.0
White,1,37.0,3.3,NG,-1.08,0.776785714286,1.0
White,2,32.0,3.2,NG,-0.2,0.704761904762,1.0
White,2,33.0,3.0,SE,0.54,0.698214285714,1.0
White,1,35.0,2.7,NE,-0.57,0.6946428571430001,1.0
White,1,32.0,3.0,NG,-0.09,0.6857142857140001,1.0
White,2,36.0,2.9,NG,-0.35,0.72619047619,1.0
White,2,38.0,2.7,NG,-0.35,0.7321428571430001,1.0
White,1,38.0,2.8,MW,-0.2,0.7416666666670001,1.0
White,1,34.0,3.1,Mt,1.73,0.720238095238,1.0
White,2,38.0,2.5,NG,0.3,0.713095238095,1.0
White,2,31.0,3.2,NE,-0.2,0.692261904762,0.0
White,2,28.5,3.2,NG,-0.94,0.661011904762,1.0
Other,1,19.5,3.1,NE,-1.54,0.538988095238,0.0
White,1,34.0,3.5,NG,0.59,0.7583333333329999,1.0
White,1,34.0,3.1,NG,0.3,0.720238095238,1.0
White,1,40.0,2.4,MS,1.16,0.728571428571,0.0
Asian,1,28.0,2.3,NE,-0.92,0.5690476190479999,0.0
White,1,28.0,3.2,NG,0.79,0.654761904762,0.0
Black,1,26.5,2.2,NG,-0.94,0.540773809524,1.0
White,1,36.0,3.1,NG,0.79,0.745238095238,1.0
White,1,37.0,3.6,NG,0.81,0.8053571428569999,1.0
White,1,30.0,3.2,NE,0.98,0.679761904762,1.0
White,1,30.0,3.4,NG,0.67,0.6988095238099999,1.0
White,2,37.0,2.4,NE,0.3,0.6910714285709999,1.0
White,2,32.0,3.2,NG,-0.75,0.704761904762,1.0
White,1,29.0,3.3,NE,-0.53,0.676785714286,1.0
White,1,37.0,3.3,NG,-0.2,0.776785714286,1.0
Black,2,20.3,2.4,NE,-0.25,0.482321428571,0.0
White,1,33.0,2.5,SC,-0.58,0.650595238095,0.0
White,1,25.5,2.8,SC,2.09,0.585416666667,1.0
Black,2,22.0,3.1,SC,1.29,0.570238095238,0.0
Black,2,22.0,2.9,SC,-0.88,0.55119047619,0.0
White,2,23.0,2.3,SC,-0.21,0.5065476190479999,1.0
White,2,32.5,2.4,SC,1.04,0.634821428571,1.0
Black,2,26.0,2.7,SC,-0.1,0.582142857143,0.0
White,2,26.5,2.8,SC,1.61,0.5979166666669999,1.0
White,2,27.0,2.6,SC,1.63,0.585119047619,1.0
Black,1,29.0,2.8,SC,0.81,0.6291666666669999,1.0
White,1,32.0,3.0,SC,0.56,0.6857142857140001,1.0
Black,2,23.5,2.7,SC,0.02,0.550892857143,1.0
White,2,29.0,2.6,SC,-0.08,0.610119047619,0.0
White,2,33.0,2.5,SC,0.08,0.650595238095,0.0
White,2,30.0,2.2,SC,0.61,0.584523809524,1.0
Black,1,20.0,2.6,SC,0.35,0.497619047619,0.0
Black,1,20.0,3.1,SC,-0.77,0.545238095238,0.0
Black,2,26.0,2.5,SC,-0.04,0.5630952380950001,0.0
White,2,22.0,2.2,SC,-0.67,0.484523809524,1.0
White,2,22.0,2.4,SC,-0.9,0.503571428571,0.0
White,2,26.7,3.1,SC,1.55,0.628988095238,1.0
Black,2,20.5,1.9,MS,-0.88,0.43720238095200004,0.0
White,2,30.0,2.3,Mt,0.75,0.594047619048,1.0
Black,1,31.0,3.7,SC,1.04,0.739880952381,1.0
Black,1,23.0,2.9,SC,-0.56,0.5636904761899999,0.0
White,2,33.0,2.9,SC,0.94,0.68869047619,1.0
White,1,28.0,3.0,SC,0.5,0.635714285714,1.0
White,2,24.0,2.6,SC,-0.42,0.547619047619,0.0
Black,1,21.0,2.0,SC,-0.11,0.452976190476,0.0
White,2,26.0,2.5,SC,1.79,0.5630952380950001,1.0
White,2,32.0,2.2,SC,0.56,0.609523809524,1.0
Black,1,20.3,2.2,SE,-0.4,0.463273809524,0.0
White,2,32.0,2.9,SC,1.29,0.6761904761900001,1.0
White,2,27.0,2.4,SC,0.02,0.566071428571,1.0
Black,1,18.0,3.5,SC,0.95,0.5583333333330001,0.0
Black,1,21.0,3.1,SC,-0.15,0.557738095238,0.0
White,2,25.5,2.5,SC,-0.4,0.556845238095,1.0
Black,2,19.7,1.8,SC,-0.64,0.417678571429,0.0
Black,2,23.0,3.0,SC,0.79,0.573214285714,1.0
White,2,24.0,2.6,SC,0.17,0.547619047619,1.0
Black,1,20.0,2.2,SC,0.89,0.459523809524,1.0
Black,2,24.0,2.4,SC,-0.36,0.528571428571,0.0
Black,2,26.0,2.5,SC,0.71,0.5630952380950001,0.0
Black,1,20.0,2.8,SC,-0.48,0.516666666667,0.0
Black,1,20.5,3.2,SC,0.48,0.561011904762,0.0
Black,1,15.0,2.1,SC,-0.61,0.3875,0.0
Black,1,21.0,2.1,SC,-0.1,0.4625,0.0
Black,1,24.0,3.7,SC,0.92,0.652380952381,1.0
Black,1,15.7,2.3,SC,-0.79,0.415297619048,0.0
Black,1,19.0,3.4,SC,0.77,0.5613095238100001,1.0
Black,1,23.0,3.3,SC,0.35,0.601785714286,0.0
Black,1,19.0,2.5,SC,0.05,0.47559523809500004,0.0
Black,2,26.0,2.8,MS,-0.29,0.591666666667,0.0
White,2,29.0,2.0,SC,1.31,0.552976190476,1.0
Black,1,18.3,2.1,SC,-1.15,0.42875,0.0
White,2,35.0,2.2,SC,-0.42,0.647023809524,1.0
White,2,28.0,2.3,SC,0.75,0.5690476190479999,1.0
Black,2,28.0,2.4,SC,-1.46,0.5785714285710001,0.0
White,2,29.0,2.0,SC,0.44,0.552976190476,1.0
White,2,29.0,2.8,SC,0.06,0.6291666666669999,1.0
White,1,28.0,3.2,SC,1.15,0.654761904762,1.0
White,2,33.0,2.6,SC,0.54,0.660119047619,1.0
Black,1,29.0,2.8,SC,-0.67,0.6291666666669999,0.0
Black,1,20.0,2.7,SC,-0.77,0.507142857143,0.0
Black,1,27.0,2.8,SC,0.4,0.604166666667,1.0
Black,1,22.0,2.2,SE,-0.79,0.484523809524,0.0
White,2,27.7,2.6,SC,-0.15,0.5938690476190001,0.0
Other,2,22.5,2.3,SC,0.13,0.500297619048,0.0
White,2,28.0,2.9,SC,-0.15,0.6261904761899999,0.0
Black,1,20.7,2.2,NE,0.25,0.468273809524,0.0
White,2,22.7,2.3,SC,-0.36,0.502797619048,0.0
Black,1,30.0,2.7,SC,0.56,0.632142857143,0.0
White,1,30.5,2.7,SC,1.02,0.638392857143,1.0
White,2,25.5,2.1,SE,0.88,0.51875,1.0
White,2,48.0,2.0,NE,1.04,0.790476190476,1.0
Hispanic,2,29.0,3.2,SE,0.7,0.667261904762,1.0
White,2,41.0,3.2,NE,0.21,0.817261904762,1.0
White,2,48.0,2.2,NE,0.41,0.8095238095239999,0.0
White,1,44.0,2.2,NE,0.58,0.759523809524,0.0
White,2,45.0,2.6,NE,0.35,0.8101190476189999,1.0
White,2,41.0,2.5,NE,0.58,0.750595238095,1.0
White,2,35.0,3.6,NE,-0.99,0.780357142857,1.0
Black,2,24.0,3.3,NE,0.18,0.614285714286,0.0
Hispanic,2,36.0,2.6,NE,0.44,0.697619047619,1.0
White,2,45.0,2.5,NE,0.35,0.800595238095,1.0
White,1,37.0,3.6,NE,0.73,0.8053571428569999,1.0
White,2,42.0,3.0,NE,0.96,0.8107142857140001,1.0
White,2,39.0,3.6,NE,0.44,0.8303571428569999,1.0
White,1,39.0,3.1,NE,-1.76,0.782738095238,0.0
White,2,38.0,3.5,NE,-0.38,0.808333333333,1.0
White,1,38.0,3.5,NE,0.81,0.808333333333,1.0
White,2,33.0,3.8,NE,0.0,0.7744047619050001,1.0
Hispanic,2,24.0,3.5,SE,-0.51,0.633333333333,0.0
White,1,38.0,3.5,NE,-0.3,0.808333333333,1.0
White,2,42.0,3.6,NE,-0.84,0.8678571428569999,1.0
White,1,41.0,3.8,NE,0.67,0.874404761905,1.0
White,1,38.0,3.4,NE,0.23,0.7988095238099999,1.0
White,1,45.0,3.5,NE,2.19,0.895833333333,1.0
White,2,46.0,2.7,NE,0.81,0.8321428571430001,1.0
White,2,41.0,2.9,NE,-0.61,0.78869047619,1.0
White,1,46.0,3.1,NE,1.92,0.870238095238,1.0
White,2,45.0,3.0,NE,0.35,0.848214285714,1.0
White,2,41.0,2.6,NE,0.96,0.760119047619,1.0
Black,2,42.0,2.5,NE,-0.63,0.7630952380949999,1.0
Asian,2,38.0,3.4,NE,0.41,0.7988095238099999,1.0
White,2,41.0,3.0,NE,-0.46,0.798214285714,1.0
Black,2,26.0,3.2,NE,-1.57,0.629761904762,0.0
White,2,46.0,2.4,MS,-0.59,0.803571428571,0.0
White,1,38.0,3.5,NE,1.48,0.808333333333,1.0
White,1,38.0,3.7,NE,0.33,0.8273809523810001,1.0
Asian,1,31.5,2.6,NE,0.5,0.641369047619,1.0
Black,2,31.5,2.2,NE,-0.51,0.603273809524,0.0
Black,2,32.5,2.0,NE,-0.19,0.5967261904760001,1.0
Black,2,29.0,2.6,NE,-2.33,0.610119047619,0.0
Black,1,27.0,2.7,NE,-0.17,0.594642857143,1.0
Black,1,28.0,2.6,NE,-0.99,0.597619047619,1.0
White,1,42.0,3.8,NE,1.34,0.886904761905,1.0
White,1,40.0,3.1,SE,0.44,0.795238095238,1.0
White,1,38.0,3.1,NE,0.64,0.770238095238,1.0
White,1,40.0,3.0,NE,-0.46,0.785714285714,1.0
White,1,40.0,2.7,NE,0.06,0.7571428571430001,1.0
Black,1,24.0,3.3,NE,-1.24,0.614285714286,1.0
White,2,42.0,3.6,NE,0.02,0.8678571428569999,0.0
White,1,43.0,2.9,NE,1.34,0.81369047619,1.0
White,1,43.0,3.3,NE,1.8,0.851785714286,1.0
White,2,44.0,2.3,NE,1.34,0.769047619048,1.0
White,1,40.0,3.6,NE,-1.05,0.842857142857,1.0
White,2,42.0,2.6,NE,0.96,0.7726190476189999,1.0
Hispanic,2,29.0,3.3,NE,-1.66,0.676785714286,1.0
Puertorican,2,29.0,2.8,NE,-1.32,0.6291666666669999,0.0
Asian,2,32.0,2.8,NE,-0.9,0.666666666667,1.0
White,2,38.0,3.8,NE,-1.57,0.8369047619050001,1.0
White,2,40.0,3.3,NE,-0.32,0.8142857142859999,1.0
White,2,33.0,3.6,NG,0.0,0.755357142857,1.0
White,1,43.0,2.9,SE,-0.69,0.81369047619,0.0
White,1,39.0,3.6,NE,-0.46,0.8303571428569999,1.0
White,1,40.0,3.4,NE,-0.17,0.8238095238099999,1.0
White,2,41.0,3.6,NE,1.11,0.8553571428569999,1.0
White,1,47.0,3.3,NE,1.4,0.901785714286,1.0
White,2,40.0,3.0,SE,0.35,0.785714285714,1.0
White,1,37.0,3.5,NE,0.87,0.795833333333,1.0
White,1,39.0,3.4,NE,0.6,0.81130952381,1.0
Black,1,29.0,2.7,NE,-0.76,0.6196428571429999,0.0
White,2,39.0,3.1,NE,1.04,0.782738095238,1.0
White,1,36.5,3.8,NE,1.08,0.818154761905,1.0
White,2,40.0,3.4,NE,0.87,0.8238095238099999,1.0
White,2,41.0,2.9,NE,-1.64,0.78869047619,1.0
White,1,37.0,3.1,NE,-0.09,0.757738095238,1.0
White,1,37.0,3.2,NE,0.58,0.767261904762,1.0
White,2,40.0,3.0,NE,0.21,0.785714285714,1.0
White,1,37.0,3.8,NE,0.58,0.824404761905,1.0
White,2,42.0,2.9,NE,-0.23,0.8011904761900001,1.0
Black,2,28.0,3.3,NE,-1.66,0.664285714286,1.0
Other,1,39.0,2.9,NE,-0.09,0.7636904761900001,1.0
White,2,41.0,3.6,NE,0.67,0.8553571428569999,1.0
Hispanic,2,28.0,2.8,NE,-1.64,0.616666666667,1.0
White,1,24.3,3.6,NE,-0.69,0.646607142857,1.0
White,1,35.5,3.6,NE,0.21,0.786607142857,1.0
White,2,39.0,3.1,NG,-0.84,0.782738095238,1.0
White,1,33.0,3.9,SC,1.06,0.7839285714290001,1.0
Mexican,2,34.0,3.1,FW,-0.65,0.720238095238,0.0
White,2,42.0,2.9,FW,0.51,0.8011904761900001,1.0
White,1,37.0,3.7,FW,0.68,0.8148809523810001,0.0
White,1,37.0,3.4,FW,-0.23,0.78630952381,1.0
Mexican,1,39.0,3.4,FW,-0.68,0.81130952381,1.0
White,2,40.0,3.6,FW,0.07,0.842857142857,1.0
White,1,37.0,3.4,NE,-0.92,0.78630952381,1.0
White,1,39.0,3.6,FW,-0.41,0.8303571428569999,1.0
White,1,40.0,2.8,FW,0.41,0.766666666667,1.0
White,1,40.0,3.5,FW,0.27,0.833333333333,1.0
White,1,38.0,3.4,FW,2.04,0.7988095238099999,1.0
White,2,40.0,3.7,FW,-1.06,0.8523809523810001,1.0
White,1,38.0,3.3,FW,0.37,0.789285714286,1.0
White,2,44.0,3.1,FW,0.27,0.845238095238,1.0
White,2,42.0,3.3,FW,0.51,0.839285714286,1.0
White,1,33.0,3.6,FW,-0.03,0.755357142857,1.0
Puertorican,1,33.0,2.4,FW,-0.75,0.6410714285710001,0.0
White,2,42.0,2.5,FW,1.06,0.7630952380949999,1.0
Hispanic,1,32.3,2.7,FW,-1.16,0.660892857143,0.0
White,1,37.0,3.3,FW,-0.68,0.776785714286,1.0
White,1,45.0,2.8,FW,0.48,0.829166666667,1.0
Mexican,1,30.5,3.1,FW,-0.03,0.676488095238,1.0
White,1,38.0,3.1,FW,-0.65,0.770238095238,1.0
White,2,34.0,3.6,FW,-1.16,0.7678571428569999,1.0
White,2,42.5,3.2,FW,2.35,0.836011904762,1.0
White,2,35.0,3.5,FW,0.34,0.770833333333,1.0
White,1,39.0,3.7,FW,0.27,0.839880952381,1.0
White,1,36.0,3.5,FW,-1.19,0.7833333333329999,1.0
White,2,45.0,2.1,FW,-0.55,0.7625,1.0
White,2,41.0,3.6,FW,1.91,0.8553571428569999,1.0
White,1,39.0,3.3,FW,-0.85,0.801785714286,1.0
White,1,38.0,3.6,SC,-0.48,0.817857142857,1.0
White,2,31.0,3.6,FW,-0.03,0.7303571428569999,0.0
White,1,46.0,3.2,FW,0.89,0.879761904762,1.0
White,1,39.0,3.5,FW,1.19,0.8208333333329999,1.0
White,1,37.0,3.2,FW,-0.24,0.767261904762,1.0
White,1,46.0,3.2,FW,1.34,0.879761904762,1.0
White,1,38.0,3.2,FW,1.6,0.779761904762,1.0
White,2,35.0,3.2,FW,1.23,0.742261904762,1.0
White,2,37.0,3.3,FW,-0.45,0.776785714286,1.0
Mexican,1,31.0,2.5,FW,-1.5,0.6255952380950001,0.0
Hispanic,1,37.0,3.9,FW,2.22,0.833928571429,1.0
White,1,41.0,3.2,SE,-1.33,0.817261904762,1.0
White,1,35.0,3.5,FW,0.2,0.770833333333,1.0
White,2,41.0,3.4,Mt,1.74,0.83630952381,1.0
White,1,44.0,3.0,FW,0.71,0.835714285714,1.0
White,1,44.0,3.5,FW,1.7,0.8833333333329999,1.0
White,2,34.0,3.4,FW,-0.17,0.74880952381,1.0
White,1,34.0,3.7,FW,-0.45,0.777380952381,1.0
Amerindian,1,36.0,3.9,FW,-0.58,0.821428571429,0.0
White,2,36.0,3.1,MS,0.27,0.745238095238,1.0
White,1,40.0,3.1,FW,-0.11,0.795238095238,1.0
White,2,39.0,3.7,FW,-0.24,0.839880952381,1.0
White,2,46.0,3.2,FW,1.12,0.879761904762,1.0
Asian,2,35.5,2.7,FW,-0.89,0.7008928571430001,1.0
White,2,29.5,3.5,GL,-0.45,0.702083333333,1.0
White,1,36.0,3.1,FW,0.37,0.745238095238,1.0
White,1,38.0,3.2,FW,0.0,0.779761904762,0.0
