age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
51.0, Private,203410.36, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
54.0, Local-gov,176939.97, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
41.0, ?,232421.12, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
50.0, Private,168994.97, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
45.0, Private,76402.445, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
38.0, Private,1490400.0, 10th,6.0, Widowed, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, South, <=50K
19.0, Private,110454.62, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
49.0, Self-emp-not-inc,172114.33, Bachelors,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
39.0, Self-emp-not-inc,12285.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
20.0, Federal-gov,270121.1, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
53.0, Private,241699.22, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Local-gov,12285.0, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Canada, <=50K
29.0, Self-emp-inc,205325.45, Some-college,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
40.0, Private,121918.836, HS-grad,9.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,38.0, United-States, <=50K
39.0, Private,54536.688, Some-college,9.0, Divorced, Farming-fishing, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Federal-gov,279149.94, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, Black, Female,0.0,0.0,40.0, Jamaica, <=50K
30.0, Private,188479.58, HS-grad,1.0, Divorced, Farming-fishing, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K
90.0, Private,125321.53, Doctorate,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
45.0, Private,160151.23, HS-grad,9.2667885, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
37.0, Private,208401.58, Doctorate,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
36.0, Self-emp-inc,35546.586, 10th,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,99.0, United-States, <=50K
29.0, Self-emp-inc,179449.11, Some-college,10.0, Widowed, Prof-specialty, Other-relative, White, Female,0.0,0.0,20.575163, United-States, >50K
48.0, Federal-gov,205418.4, Bachelors,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Female,0.0,0.0,40.0, United-States, >50K
40.0, Private,146671.2, 11th,1.0, Married-spouse-absent, Other-service, Husband, White, Male,0.0,0.0,40.0, India, <=50K
42.0, Private,116505.79, HS-grad,9.0, Widowed, Other-service, Other-relative, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,174135.69, Some-college,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
61.0, State-gov,252373.53, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
37.0, Private,252291.81, Some-college,10.0, Separated, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
36.0, Private,177565.02, Assoc-acdm,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K
90.0, Private,12285.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,304399.97, 10th,1.0, Separated, Other-service, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,40.0, Mexico, <=50K
49.0, Self-emp-not-inc,72893.63, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Self-emp-not-inc,60167.004, Assoc-voc,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
36.0, Private,178232.25, HS-grad,9.0, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K
43.0, Self-emp-not-inc,165877.22, Bachelors,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
23.0, State-gov,321773.03, HS-grad,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
50.0, Private,124185.94, Some-college,9.0, Separated, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
36.0, Private,153875.4, 10th,1.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
31.0, Private,151105.98, HS-grad,9.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
50.0, Private,139245.58, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Female,0.0,0.0,15.0, United-States, <=50K
34.0, Private,177871.1, Masters,10.0, Married-civ-spouse, Craft-repair, Husband, White, Female,0.0,0.0,45.0, United-States, >50K
43.0, Self-emp-not-inc,12285.0, Some-college,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,265105.3, Some-college,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, China, <=50K
90.0, Private,240993.34, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,1490400.0, HS-grad,9.0, Never-married, Craft-repair, Other-relative, Black, Male,0.0,0.0,99.0, United-States, <=50K
46.0, Federal-gov,99563.74, Masters,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Male,0.0,0.0,30.0, United-States, >50K
39.0, Private,174808.23, Preschool,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
32.0, Private,202423.97, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,99.0, Philippines, >50K
25.0, Private,170480.1, Some-college,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,32.0, United-States, >50K
50.0, Self-emp-inc,69269.984, Masters,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, ?, >50K
28.0, Self-emp-not-inc,192039.73, 12th,9.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
55.0, Self-emp-not-inc,230978.4, HS-grad,1.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Self-emp-inc,334459.6, Prof-school,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Female,0.0,4356.0,40.0, United-States, >50K
53.0, Private,12285.0, HS-grad,10.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
59.0, Federal-gov,164647.73, Bachelors,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
25.0, Private,32657.633, HS-grad,9.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Self-emp-inc,202071.31, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
90.0, Self-emp-not-inc,112472.055, Masters,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K
36.0, Federal-gov,12285.0, Assoc-voc,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
26.0, Private,81783.91, Bachelors,11.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,341734.72, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
68.0, Private,204055.73, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
38.0, Self-emp-inc,1490400.0, HS-grad,9.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,40.0, Japan, <=50K
19.0, Private,190334.55, Some-college,9.0, Never-married, Adm-clerical, Unmarried, Black, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Private,258382.02, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,27.0, United-States, <=50K
39.0, Private,52191.785, Bachelors,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
36.0, Private,12285.0, Assoc-acdm,10.0, Married-civ-spouse, Tech-support, Husband, White, Female,0.0,0.0,40.0, United-States, >50K
54.79197, Private,12285.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Self-emp-not-inc,162343.31, Some-college,11.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,98414.75, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
40.0, Private,73512.164, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
36.0, Private,180128.97, HS-grad,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
23.0, Private,120914.09, HS-grad,7.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
20.0, Private,223497.73, 11th,9.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,35.0, United-States, <=50K
17.0, Private,66749.17, Some-college,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
36.0, Private,249353.4, HS-grad,9.0, Divorced, Sales, Own-child, Black, Female,0.0,0.0,30.0, United-States, <=50K
30.761171, Private,190663.62, Assoc-acdm,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
63.0, Private,104080.16, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0.0,0.0,40.0, United-States, >50K
20.0, Private,239641.8, Some-college,10.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,50.0, United-States, <=50K
44.0, Private,174294.64, Some-college,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,36.0, United-States, <=50K
56.0, Self-emp-not-inc,1490400.0, 5th-6th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, ?, <=50K
35.0, Private,129270.68, Assoc-voc,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,258887.28, HS-grad,9.0, Never-married, Handlers-cleaners, Unmarried, White, Female,0.0,0.0,30.0, Puerto-Rico, <=50K
23.0, Private,89713.44, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Local-gov,179523.95, Bachelors,10.0, Never-married, Prof-specialty, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Self-emp-not-inc,1490400.0, HS-grad,9.0, Divorced, Tech-support, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K
90.0, State-gov,301640.03, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
55.0, Private,12285.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
64.0, Private,194116.64, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
24.0, Private,174748.62, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
32.0, ?,175563.1, 12th,4.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, Dominican-Republic, <=50K
32.0, Private,166614.25, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
36.0, Private,190628.11, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
31.0, Private,162911.28, 11th,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,226902.22, Bachelors,15.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,295294.56, 11th,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,6.0, United-States, <=50K
34.0, Private,324714.88, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Self-emp-not-inc,317637.78, Bachelors,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
47.0, Private,198835.05, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,181213.3, 10th,7.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Self-emp-not-inc,161057.81, HS-grad,1.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,215515.86, Bachelors,13.0, Never-married, Adm-clerical, Other-relative, White, Female,0.0,0.0,15.0, United-States, <=50K
36.0, Self-emp-not-inc,153180.14, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,74682.83, Bachelors,10.0, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,50.0, United-States, <=50K
21.0, ?,175977.67, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K
57.0, Private,12285.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,99999.0,0.0,40.0, United-States, >50K
39.0, Federal-gov,138746.11, Some-college,9.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,1.0, United-States, <=50K
29.0, State-gov,183174.0, Bachelors,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,1.0, United-States, <=50K
60.718838, Local-gov,213678.52, Prof-school,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,4356.0,40.0, United-States, <=50K
47.0, ?,197393.22, Some-college,12.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
56.0, Federal-gov,127975.125, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Female,0.0,0.0,40.0, United-States, >50K
37.0, Private,200853.88, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
30.0, Private,197104.9, 10th,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,60.0, United-States, <=50K
25.0, Private,175561.9, HS-grad,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
53.0, Self-emp-inc,270046.88, Masters,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
41.0, Private,47358.617, HS-grad,5.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,99.0, United-States, <=50K
30.0, Self-emp-inc,1490400.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
36.0, Private,136036.69, HS-grad,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
51.0, State-gov,164924.11, Some-college,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
50.0, Self-emp-inc,84140.266, Doctorate,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, ?, >50K
46.0, Private,223540.36, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,291410.12, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,1.0, United-States, <=50K
39.0, Local-gov,12285.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,168610.95, 11th,9.0, Separated, Handlers-cleaners, Not-in-family, Black, Male,0.0,0.0,40.0, India, <=50K
43.0, Self-emp-not-inc,118826.945, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,189077.0, Some-college,11.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,12285.0, HS-grad,9.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
50.0, Private,111617.625, HS-grad,7.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,12285.0, HS-grad,9.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,35.0, United-States, <=50K
32.0, Federal-gov,244191.88, Some-college,10.0, Separated, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, Iran, <=50K
37.0, Private,112244.34, HS-grad,7.0, Widowed, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Private,150364.12, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0.0,0.0,70.0, United-States, <=50K
57.0, Private,307496.88, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
43.0, Private,181573.88, Bachelors,10.0, Never-married, Tech-support, Other-relative, Black, Male,0.0,0.0,20.0, United-States, >50K
43.0, Private,207378.05, Bachelors,14.0, Never-married, Adm-clerical, Not-in-family, Black, Male,0.0,0.0,55.0, United-States, <=50K
45.0, Federal-gov,12285.0, Assoc-acdm,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
37.0, Self-emp-not-inc,12285.0, Some-college,10.0, Divorced, Exec-managerial, Unmarried, Black, Male,0.0,0.0,99.0, United-States, <=50K
17.0, Private,80490.3, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, State-gov,12285.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,99999.0,0.0,16.0, United-States, >50K
23.0, Private,275760.66, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
56.0, Private,186360.2, HS-grad,4.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Private,1490400.0, HS-grad,10.0, Never-married, Sales, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
38.0, Private,236224.17, HS-grad,9.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
68.0, ?,177607.36, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, ?, <=50K
44.0, Self-emp-inc,152044.11, Some-college,12.0, Married-civ-spouse, Sales, Husband, White, Female,0.0,4356.0,40.0, United-States, >50K
90.0, Private,100806.445, Some-college,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,210794.56, Assoc-voc,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States, >50K
30.0, Private,233695.42, Assoc-voc,11.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
49.0, Private,139428.67, Assoc-acdm,10.0, Married-civ-spouse, Protective-serv, Wife, Other, Female,0.0,0.0,40.0, United-States, >50K
37.0, Private,176104.28, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,12285.0, 7th-8th,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Federal-gov,114355.53, HS-grad,9.0, Divorced, Craft-repair, Own-child, White, Female,0.0,0.0,44.0, United-States, <=50K
17.0, Private,114984.984, Assoc-acdm,10.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
53.0, Private,132053.77, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
39.0, ?,163856.55, 7th-8th,9.0, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Local-gov,119051.93, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,45.0, United-States, <=50K
28.0, Self-emp-inc,192044.11, Prof-school,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
38.0, Private,199073.14, Assoc-voc,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
42.0, Self-emp-inc,161141.89, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,181425.52, Assoc-acdm,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,1490400.0, Some-college,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States, >50K
40.0, Private,156846.44, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,242920.14, Bachelors,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
32.0, Private,258992.16, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,46.0, United-States, >50K
18.0, Private,149594.47, HS-grad,8.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,223867.33, Assoc-voc,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,1.0, United-States, <=50K
28.0, Private,154296.1, Bachelors,14.0, Never-married, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,156416.31, HS-grad,9.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,60.0, United-States, <=50K
42.0, Private,301566.66, Some-college,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
20.0, Local-gov,12285.0, HS-grad,9.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
39.0, Private,82527.02, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K
37.0, Local-gov,204424.69, Assoc-acdm,10.0, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0.0,0.0,55.0, United-States, >50K
59.0, Private,199103.1, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, ?,109515.31, 9th,7.0, Never-married, ?, Own-child, Black, Female,0.0,0.0,36.0, United-States, <=50K
41.0, Private,188813.58, HS-grad,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
28.0, Private,1490400.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0.0,4356.0,40.0, United-States, <=50K
31.0, Private,183696.58, Assoc-voc,10.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
27.586758, Private,53933.01, Bachelors,10.0, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,1.0, United-States, <=50K
38.0, ?,180538.83, HS-grad,9.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K
33.0, Private,729531.3, Bachelors,12.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K
60.0, Federal-gov,202925.83, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,37.0, United-States, <=50K
38.0, Private,160181.34, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K
41.0, Private,117718.49, Bachelors,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.0, United-States, <=50K
28.0, Private,175507.12, Bachelors,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K
54.0, Self-emp-not-inc,132707.44, 7th-8th,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
30.0, State-gov,98239.9, Masters,15.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Local-gov,381009.2, Bachelors,14.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States, >50K
53.746227, Private,289551.94, Some-college,10.0, Separated, Adm-clerical, Not-in-family, White, Male,0.0,0.0,1.0, United-States, <=50K
25.0, Private,202527.66, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,45.0, United-States, <=50K
36.0, Local-gov,154045.12, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,192373.11, Some-college,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
19.0, Private,344703.25, Some-college,9.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,20.0, United-States, <=50K
59.0, Private,1490400.0, HS-grad,9.0, Divorced, Exec-managerial, Husband, White, Male,0.0,0.0,1.0, United-States, <=50K
39.0, Self-emp-not-inc,160011.6, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,152141.2, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
27.0, Private,169272.61, Assoc-voc,10.0, Never-married, Machine-op-inspct, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
19.0, Private,1490400.0, 10th,1.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,1.0, United-States, <=50K
22.0, Private,110501.89, HS-grad,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Local-gov,372642.62, 11th,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,36.0, United-States, <=50K
43.0, Private,183536.08, HS-grad,9.0, Never-married, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,40.0, United-States, >50K
34.0, Private,190770.78, Some-college,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
